Date,Amount,GST Rate,GST Amount
2023-08-07,524.30,0.08,41.9440
2023-08-07,66.34,0.08,5.3072
2023-08-07,5.30,0.08,0.4240
2023-08-07,16.10,0.08,1.2880
2023-08-06,4.95,0.08,0.3960
2023-08-06,8.20,0.08,0.6560
2023-08-06,2.98,0.08,0.2384
2023-08-06,1.60,0.08,0.1280
2023-08-06,44.43,0.08,3.5544
2023-08-06,102.60,0.08,8.2080
2023-08-05,4.99,0.08,0.3992
2023-08-05,3.90,0.08,0.3120
2023-08-05,1.80,0.08,0.1440
2023-08-05,4.00,0.08,0.3200
2023-08-05,3.75,0.08,0.3000
2023-08-05,6.50,0.08,0.5200
2023-08-05,1.70,0.08,0.1360
2023-08-05,7.00,0.08,0.5600
2023-08-05,3.50,0.08,0.2800
2023-08-04,4.60,0.08,0.3680
2023-08-04,25.00,0.08,2.0000
2023-08-04,3.05,0.08,0.2440
2023-08-04,1.75,0.08,0.1400
2023-08-04,2.70,0.08,0.2160
2023-08-04,1.60,0.08,0.1280
2023-08-04,5.10,0.08,0.4080
2023-08-03,4.72,0.08,0.3776
2023-08-03,1.85,0.08,0.1480
2023-08-03,8.65,0.08,0.6920
2023-08-02,5.04,0.08,0.4032
2023-08-02,1.85,0.08,0.1480
2023-08-02,3.54,0.08,0.2832
2023-08-02,3.20,0.08,0.2560
2023-08-02,7.60,0.08,0.6080
2023-08-01,9.98,0.08,0.7984
2023-08-01,1.85,0.08,0.1480
2023-08-01,5.60,0.08,0.4480
2023-08-01,5.00,0.08,0.4000
2023-08-01,1.60,0.08,0.1280
2023-08-01,3.54,0.08,0.2832
2023-07-31,4.72,0.08,0.3776
2023-07-31,6.00,0.08,0.4800
2023-07-31,1.85,0.08,0.1480
2023-07-31,5.80,0.08,0.4640
2023-07-30,2.83,0.08,0.2264
2023-07-30,28.18,0.08,2.2544
2023-07-30,1.75,0.08,0.1400
2023-07-30,11.80,0.08,0.9440
2023-07-30,5.94,0.08,0.4752
2023-07-30,1.60,0.08,0.1280
2023-07-29,7.95,0.08,0.6360
2023-07-29,9.65,0.08,0.7720
2023-07-29,1.00,0.08,0.0800
2023-07-29,6.85,0.08,0.5480
2023-07-29,1.85,0.08,0.1480
2023-07-29,12.00,0.08,0.9600
2023-07-29,22.00,0.08,1.7600
2023-07-28,3.82,0.08,0.3056
2023-07-28,3.00,0.08,0.2400
2023-07-28,18.95,0.08,1.5160
2023-07-28,11.00,0.08,0.8800
2023-07-28,13.10,0.08,1.0480
2023-07-28,500.00,0.08,40.0000
2023-07-28,8.99,0.08,0.7192
2023-07-28,9.30,0.08,0.7440
2023-07-28,1.85,0.08,0.1480
2023-07-28,9.80,0.08,0.7840
2023-07-28,1.60,0.08,0.1280
2023-07-28,5.10,0.08,0.4080
2023-07-27,4.78,0.08,0.3824
2023-07-27,1.85,0.08,0.1480
2023-07-27,6.00,0.08,0.4800
2023-07-27,6.60,0.08,0.5280
2023-07-26,4.84,0.08,0.3872
2023-07-26,15.12,0.08,1.2096
2023-07-26,1.60,0.08,0.1280
2023-07-26,5.60,0.08,0.4480
2023-07-25,3.98,0.08,0.3184
2023-07-25,4.40,0.08,0.3520
2023-07-25,6.80,0.08,0.5440
2023-07-25,5.30,0.08,0.4240
2023-07-25,5.30,0.08,0.4240
2023-07-25,1.50,0.08,0.1200
2023-07-24,5.50,0.08,0.4400
2023-07-24,1.75,0.08,0.1400
2023-07-24,9.80,0.08,0.7840
2023-07-24,5.00,0.08,0.4000
2023-07-23,4.54,0.08,0.3632
2023-07-23,2.80,0.08,0.2240
2023-07-23,13.30,0.08,1.0640
2023-07-23,4.80,0.08,0.3840
2023-07-23,1.70,0.08,0.1360
2023-07-23,7.20,0.08,0.5760
2023-07-23,3.75,0.08,0.3000
2023-07-23,1.60,0.08,0.1280
2023-07-22,6.72,0.08,0.5376
2023-07-22,10.75,0.08,0.8600
2023-07-22,8.50,0.08,0.6800
2023-07-22,6.00,0.08,0.4800
2023-07-22,2.60,0.08,0.2080
2023-07-22,20.00,0.08,1.6000
2023-07-22,1.85,0.08,0.1480
2023-07-22,9.80,0.08,0.7840
2023-07-22,1.80,0.08,0.1440
2023-07-21,5.50,0.08,0.4400
2023-07-21,6.20,0.08,0.4960
2023-07-21,1.80,0.08,0.1440
2023-07-21,5.20,0.08,0.4160
2023-07-20,4.67,0.08,0.3736
2023-07-20,1.60,0.08,0.1280
2023-07-20,7.55,0.08,0.6040
2023-07-20,6.75,0.08,0.5400
2023-07-19,2.10,0.08,0.1680
2023-07-19,3.90,0.08,0.3120
2023-07-19,7.30,0.08,0.5840
2023-07-19,6.15,0.08,0.4920
2023-07-19,5.00,0.08,0.4000
2023-07-18,3.45,0.08,0.2760
2023-07-18,6.75,0.08,0.5400
2023-07-18,3.00,0.08,0.2400
2023-07-18,3.50,0.08,0.2800
2023-07-18,5.00,0.08,0.4000
2023-07-17,6.17,0.08,0.4936
2023-07-17,37.16,0.08,2.9728
2023-07-17,8.80,0.08,0.7040
2023-07-17,4.65,0.08,0.3720
2023-07-17,4.00,0.08,0.3200
2023-07-17,6.00,0.08,0.4800
2023-07-17,19.23,0.08,1.5384
2023-07-16,3.20,0.08,0.2560
2023-07-16,5.94,0.08,0.4752
2023-07-16,5.35,0.08,0.4280
2023-07-16,7.00,0.08,0.5600
2023-07-16,25.00,0.08,2.0000
2023-07-16,0.70,0.08,0.0560
2023-07-16,5.00,0.08,0.4000
2023-07-16,3.22,0.08,0.2576
2023-07-15,5.75,0.08,0.4600
2023-07-15,3.00,0.08,0.2400
2023-07-15,6.00,0.08,0.4800
2023-07-15,9.00,0.08,0.7200
2023-07-15,3.15,0.08,0.2520
2023-07-15,2.25,0.08,0.1800
2023-07-14,11.00,0.08,0.8800
2023-07-14,4.72,0.08,0.3776
2023-07-14,6.10,0.08,0.4880
2023-07-14,1.00,0.08,0.0800
2023-07-14,4.00,0.08,0.3200
2023-07-14,14.50,0.08,1.1600
2023-07-14,6.35,0.08,0.5080
2023-07-14,4.80,0.08,0.3840
2023-07-13,4.72,0.08,0.3776
2023-07-13,1.85,0.08,0.1480
2023-07-13,3.00,0.08,0.2400
2023-07-13,5.00,0.08,0.4000
2023-07-13,3.20,0.08,0.2560
2023-07-13,1.60,0.08,0.1280
2023-07-12,3.54,0.08,0.2832
2023-07-12,7.85,0.08,0.6280
2023-07-12,4.30,0.08,0.3440
2023-07-12,1.60,0.08,0.1280
2023-07-11,4.73,0.08,0.3784
2023-07-11,6.30,0.08,0.5040
2023-07-11,1.30,0.08,0.1040
2023-07-11,5.00,0.08,0.4000
2023-07-10,4.48,0.08,0.3584
2023-07-10,50.00,0.08,4.0000
2023-07-10,3.20,0.08,0.2560
2023-07-10,9.50,0.08,0.7600
2023-07-10,5.00,0.08,0.4000
2023-07-09,5.48,0.08,0.4384
2023-07-09,10.00,0.08,0.8000
2023-07-09,9.00,0.08,0.7200
2023-07-09,5.90,0.08,0.4720
2023-07-09,3.05,0.08,0.2440
2023-07-09,6.00,0.08,0.4800
2023-07-09,1.60,0.08,0.1280
2023-07-08,0.55,0.08,0.0440
2023-07-08,3.50,0.08,0.2800
2023-07-08,6.50,0.08,0.5200
2023-07-08,2.20,0.08,0.1760
2023-07-08,9.90,0.08,0.7920
2023-07-08,8.90,0.08,0.7120
2023-07-08,1.60,0.08,0.1280
2023-07-07,4.78,0.08,0.3824
2023-07-07,7.55,0.08,0.6040
2023-07-07,6.30,0.08,0.5040
2023-07-07,1.60,0.08,0.1280
2023-07-07,7.55,0.08,0.6040
2023-07-06,23.88,0.08,1.9104
2023-07-06,102.60,0.08,8.2080
2023-07-06,30.00,0.08,2.4000
2023-07-06,4.54,0.08,0.3632
2023-07-06,8.01,0.08,0.6408
2023-07-06,11.00,0.08,0.8800
2023-07-06,1.60,0.08,0.1280
2023-07-06,6.30,0.08,0.5040
2023-07-05,6.30,0.08,0.5040
2023-07-05,5.00,0.08,0.4000
2023-07-05,1.60,0.08,0.1280
2023-07-05,3.54,0.08,0.2832
2023-07-04,3.54,0.08,0.2832
2023-07-04,8.80,0.08,0.7040
2023-07-04,104.00,0.08,8.3200
2023-07-04,1.60,0.08,0.1280
2023-07-03,3.04,0.08,0.2432
2023-07-03,1.85,0.08,0.1480
2023-07-03,4.80,0.08,0.3840
2023-07-03,1.55,0.08,0.1240
2023-07-03,1.40,0.08,0.1120
2023-07-03,49.14,0.08,3.9312
2023-07-03,8.50,0.08,0.6800
2023-07-02,6.24,0.08,0.4992
2023-07-02,1.85,0.08,0.1480
2023-07-02,8.28,0.08,0.6624
2023-07-02,7.00,0.08,0.5600
2023-07-02,17.00,0.08,1.3600
2023-07-02,2.20,0.08,0.1760
2023-07-02,1.60,0.08,0.1280
2023-07-01,7.00,0.08,0.5600
2023-07-01,5.80,0.08,0.4640
2023-07-01,2.90,0.08,0.2320
2023-07-01,9.98,0.08,0.7984
2023-07-01,2.05,0.08,0.1640
2023-07-01,2.60,0.08,0.2080
2023-07-01,5.05,0.08,0.4040
2023-07-01,4.95,0.08,0.3960
2023-06-30,4.11,0.08,0.3288
2023-06-30,13.61,0.08,1.0888
2023-06-30,10.00,0.08,0.8000
2023-06-30,4.20,0.08,0.3360
2023-06-29,6.57,0.08,0.5256
2023-06-29,4.65,0.08,0.3720
2023-06-29,5.80,0.08,0.4640
2023-06-29,8.80,0.08,0.7040
2023-06-29,0.55,0.08,0.0440
2023-06-29,17.80,0.08,1.4240
2023-06-29,2.60,0.08,0.2080
2023-06-29,16.98,0.08,1.3584
2023-06-28,17.46,0.08,1.3968
2023-06-28,200.00,0.08,16.0000
2023-06-28,6.30,0.08,0.5040
2023-06-28,25.00,0.08,2.0000
2023-06-28,1.60,0.08,0.1280
2023-06-28,500.00,0.08,40.0000
2023-06-28,5.00,0.08,0.4000
2023-06-27,3.58,0.08,0.2864
2023-06-27,1.85,0.08,0.1480
2023-06-27,5.50,0.08,0.4400
2023-06-27,1.60,0.08,0.1280
2023-06-27,1.60,0.08,0.1280
2023-06-27,5.00,0.08,0.4000
2023-06-26,4.78,0.08,0.3824
2023-06-26,6.30,0.08,0.5040
2023-06-26,4.65,0.08,0.3720
2023-06-26,2.80,0.08,0.2240
2023-06-26,6.30,0.08,0.5040
2023-06-26,3.00,0.08,0.2400
2023-06-26,1.00,0.08,0.0800
2023-06-25,11.56,0.08,0.9248
2023-06-25,12.00,0.08,0.9600
2023-06-25,2.60,0.08,0.2080
2023-06-25,1.60,0.08,0.1280
2023-06-24,6.39,0.08,0.5112
2023-06-24,11.00,0.08,0.8800
2023-06-24,4.50,0.08,0.3600
2023-06-24,1.85,0.08,0.1480
2023-06-24,12.00,0.08,0.9600
2023-06-24,1.20,0.08,0.0960
2023-06-24,11.00,0.08,0.8800
2023-06-24,10.00,0.08,0.8000
2023-06-24,1.60,0.08,0.1280
2023-06-23,6.65,0.08,0.5320
2023-06-23,5.80,0.08,0.4640
2023-06-23,1.75,0.08,0.1400
2023-06-23,4.10,0.08,0.3280
2023-06-23,1.85,0.08,0.1480
2023-06-23,2.80,0.08,0.2240
2023-06-23,3.20,0.08,0.2560
2023-06-22,1.75,0.08,0.1400
2023-06-22,4.87,0.08,0.3896
2023-06-22,13.00,0.08,1.0400
2023-06-22,2.80,0.08,0.2240
2023-06-22,9.00,0.08,0.7200
2023-06-22,1.60,0.08,0.1280
2023-06-22,6.80,0.08,0.5440
2023-06-21,4.74,0.08,0.3792
2023-06-21,3.00,0.08,0.2400
2023-06-21,5.80,0.08,0.4640
2023-06-21,50.00,0.08,4.0000
2023-06-21,5.00,0.08,0.4000
2023-06-20,3.54,0.08,0.2832
2023-06-20,16.89,0.08,1.3512
2023-06-20,1.75,0.08,0.1400
2023-06-20,5.04,0.08,0.4032
2023-06-20,1.60,0.08,0.1280
2023-06-20,4.70,0.08,0.3760
2023-06-20,11.98,0.08,0.9584
2023-06-19,11.98,0.08,0.9584
2023-06-19,4.74,0.08,0.3792
2023-06-19,7.60,0.08,0.6080
2023-06-19,3.30,0.08,0.2640
2023-06-19,4.70,0.08,0.3760
2023-06-19,4.28,0.08,0.3424
2023-06-18,6.44,0.08,0.5152
2023-06-18,5.94,0.08,0.4752
2023-06-18,3.05,0.08,0.2440
2023-06-18,20.00,0.08,1.6000
2023-06-18,14.60,0.08,1.1680
2023-06-18,40.00,0.08,3.2000
2023-06-17,10.44,0.08,0.8352
2023-06-17,14.00,0.08,1.1200
2023-06-17,5.40,0.08,0.4320
2023-06-17,5.00,0.08,0.4000
2023-06-17,0.80,0.08,0.0640
2023-06-17,1.85,0.08,0.1480
2023-06-17,9.36,0.08,0.7488
2023-06-17,200.00,0.08,16.0000
2023-06-17,2.60,0.08,0.2080
2023-06-17,3.00,0.08,0.2400
2023-06-16,3.36,0.08,0.2688
2023-06-16,2.80,0.08,0.2240
2023-06-16,50.00,0.08,4.0000
2023-06-16,1.90,0.08,0.1520
2023-06-16,1.85,0.08,0.1480
2023-06-16,4.50,0.08,0.3600
2023-06-16,4.50,0.08,0.3600
2023-06-16,1.60,0.08,0.1280
2023-06-15,1.77,0.08,0.1416
2023-06-15,35.68,0.08,2.8544
2023-06-15,7.80,0.08,0.6240
2023-06-14,4.44,0.08,0.3552
2023-06-14,4.10,0.08,0.3280
2023-06-14,12.85,0.08,1.0280
2023-06-14,1.50,0.08,0.1200
2023-06-14,5.80,0.08,0.4640
2023-06-13,3.54,0.08,0.2832
2023-06-13,5.04,0.08,0.4032
2023-06-13,5.80,0.08,0.4640
2023-06-13,1.50,0.08,0.1200
2023-06-12,5.60,0.08,0.4480
2023-06-12,3.30,0.08,0.2640
2023-06-12,1.30,0.08,0.1040
2023-06-12,38.00,0.08,3.0400
2023-06-12,6.30,0.08,0.5040
2023-06-11,4.99,0.08,0.3992
2023-06-11,8.00,0.08,0.6400
2023-06-11,5.14,0.08,0.4112
2023-06-11,4.86,0.08,0.3888
2023-06-11,1.50,0.08,0.1200
2023-06-11,2.20,0.08,0.1760
2023-06-11,1.65,0.08,0.1320
2023-06-11,2.60,0.08,0.2080
2023-06-10,6.50,0.08,0.5200
2023-06-10,21.45,0.08,1.7160
2023-06-10,10.00,0.08,0.8000
2023-06-10,8.80,0.08,0.7040
2023-06-10,2.60,0.08,0.2080
2023-06-10,2.30,0.08,0.1840
2023-06-09,7.33,0.08,0.5864
2023-06-09,23.28,0.08,1.8624
2023-06-09,2.79,0.08,0.2232
2023-06-09,2.00,0.08,0.1600
2023-06-09,1.60,0.08,0.1280
2023-06-09,4.80,0.08,0.3840
2023-06-08,5.47,0.08,0.4376
2023-06-08,5.56,0.08,0.4448
2023-06-08,6.80,0.08,0.5440
2023-06-08,6.30,0.08,0.5040
2023-06-07,1.30,0.08,0.1040
2023-06-07,2.86,0.08,0.2288
2023-06-07,4.86,0.08,0.3888
2023-06-07,6.98,0.08,0.5584
2023-06-07,7.90,0.08,0.6320
2023-06-07,3.00,0.08,0.2400
2023-06-07,5.80,0.08,0.4640
2023-06-06,3.54,0.08,0.2832
2023-06-06,7.95,0.08,0.6360
2023-06-06,5.66,0.08,0.4528
2023-06-06,5.80,0.08,0.4640
2023-06-05,102.60,0.08,8.2080
2023-06-05,10.29,0.08,0.8232
2023-06-05,6.30,0.08,0.5040
2023-06-05,2.20,0.08,0.1760
2023-06-04,3.86,0.08,0.3088
2023-06-04,16.50,0.08,1.3200
2023-06-04,12.65,0.08,1.0120
2023-06-04,6.12,0.08,0.4896
2023-06-04,2.62,0.08,0.2096
2023-06-04,3.90,0.08,0.3120
2023-06-03,9.38,0.08,0.7504
2023-06-03,10.90,0.08,0.8720
2023-06-03,84.00,0.08,6.7200
2023-06-03,10.10,0.08,0.8080
2023-06-02,6.86,0.08,0.5488
2023-06-02,14.10,0.08,1.1280
2023-06-02,2.70,0.08,0.2160
2023-06-02,5.50,0.08,0.4400
2023-06-02,4.60,0.08,0.3680
2023-06-02,2.10,0.08,0.1680
2023-06-02,15.00,0.08,1.2000
2023-06-02,1.55,0.08,0.1240
2023-06-02,4.60,0.08,0.3680
2023-06-01,4.52,0.08,0.3616
2023-06-01,1.00,0.08,0.0800
2023-06-01,4.00,0.08,0.3200
2023-06-01,6.80,0.08,0.5440
2023-06-01,6.80,0.08,0.5440
2023-05-31,5.86,0.08,0.4688
2023-05-31,6.90,0.08,0.5520
2023-05-31,5.80,0.08,0.4640
2023-05-30,4.59,0.08,0.3672
2023-05-30,71.88,0.08,5.7504
2023-05-30,500.00,0.08,40.0000
2023-05-30,150.00,0.08,12.0000
2023-05-30,3.54,0.08,0.2832
2023-05-30,1.40,0.08,0.1120
2023-05-30,1.40,0.08,0.1120
2023-05-30,5.80,0.08,0.4640
2023-05-29,3.54,0.08,0.2832
2023-05-29,9.35,0.08,0.7480
2023-05-29,6.30,0.08,0.5040
2023-05-29,3.00,0.08,0.2400
2023-05-28,7.80,0.08,0.6240
2023-05-28,6.20,0.08,0.4960
2023-05-28,1.50,0.08,0.1200
2023-05-28,1.75,0.08,0.1400
2023-05-28,16.98,0.08,1.3584
2023-05-28,5.50,0.08,0.4400
2023-05-27,3.86,0.08,0.3088
2023-05-27,2.50,0.08,0.2000
2023-05-27,5.00,0.08,0.4000
2023-05-27,4.00,0.08,0.3200
2023-05-27,2.20,0.08,0.1760
2023-05-27,3.00,0.08,0.2400
2023-05-27,2.20,0.08,0.1760
2023-05-26,1.72,0.08,0.1376
2023-05-26,5.60,0.08,0.4480
2023-05-26,1.72,0.08,0.1376
2023-05-26,1.66,0.08,0.1328
2023-05-26,3.00,0.08,0.2400
2023-05-26,2.80,0.08,0.2240
2023-05-26,4.30,0.08,0.3440
2023-05-25,11.51,0.08,0.9208
2023-05-25,5.80,0.08,0.4640
2023-05-25,5.60,0.08,0.4480
2023-05-24,6.30,0.08,0.5040
2023-05-24,5.60,0.08,0.4480
2023-05-24,132.00,0.08,10.5600
2023-05-23,5.35,0.08,0.4280
2023-05-23,1.75,0.08,0.1400
2023-05-23,5.50,0.08,0.4400
2023-05-23,3.00,0.08,0.2400
2023-05-23,7.14,0.08,0.5712
2023-05-22,1.30,0.08,0.1040
2023-05-22,3.60,0.08,0.2880
2023-05-22,6.80,0.08,0.5440
2023-05-21,2.80,0.08,0.2240
2023-05-21,7.80,0.08,0.6240
2023-05-21,1.60,0.08,0.1280
2023-05-21,1.60,0.08,0.1280
2023-05-21,9.50,0.08,0.7600
2023-05-20,4.62,0.08,0.3696
2023-05-20,24.00,0.08,1.9200
2023-05-20,3.80,0.08,0.3040
2023-05-20,3.80,0.08,0.3040
2023-05-20,1.30,0.08,0.1040
2023-05-20,5.30,0.08,0.4240
2023-05-20,1.60,0.08,0.1280
2023-05-19,1.70,0.08,0.1360
2023-05-19,1.90,0.08,0.1520
2023-05-19,5.70,0.08,0.4560
2023-05-19,1.60,0.08,0.1280
2023-05-19,2.95,0.08,0.2360
2023-05-19,7.35,0.08,0.5880
2023-05-19,3.80,0.08,0.3040
2023-05-19,2.30,0.08,0.1840
2023-05-18,4.40,0.08,0.3520
2023-05-18,5.15,0.08,0.4120
2023-05-18,6.30,0.08,0.5040
2023-05-18,2.80,0.08,0.2240
2023-05-18,1.40,0.08,0.1120
2023-05-18,5.80,0.08,0.4640
2023-05-18,20.00,0.08,1.6000
2023-05-17,1.75,0.08,0.1400
2023-05-17,5.50,0.08,0.4400
2023-05-17,5.80,0.08,0.4640
2023-05-17,1.40,0.08,0.1120
2023-05-16,10.90,0.08,0.8720
2023-05-16,10.00,0.08,0.8000
2023-05-16,8.80,0.08,0.7040
2023-05-16,100.00,0.08,8.0000
2023-05-16,4.10,0.08,0.3280
2023-05-16,5.80,0.08,0.4640
2023-05-15,1.75,0.08,0.1400
2023-05-15,5.10,0.08,0.4080
2023-05-15,50.00,0.08,4.0000
2023-05-15,1.30,0.08,0.1040
2023-05-15,5.80,0.08,0.4640
2023-05-15,1.40,0.08,0.1120
2023-05-15,14.98,0.08,1.1984
2023-05-14,2.60,0.08,0.2080
2023-05-14,1.60,0.08,0.1280
2023-05-14,5.04,0.08,0.4032
2023-05-14,6.00,0.08,0.4800
2023-05-14,1.30,0.08,0.1040
2023-05-14,1.30,0.08,0.1040
2023-05-13,1.00,0.08,0.0800
2023-05-13,1.30,0.08,0.1040
2023-05-13,35.40,0.08,2.8320
2023-05-13,1.30,0.08,0.1040
2023-05-13,4.30,0.08,0.3440
2023-05-13,1.60,0.08,0.1280
2023-05-12,12.00,0.08,0.9600
2023-05-12,6.54,0.08,0.5232
2023-05-12,1.75,0.08,0.1400
2023-05-12,3.10,0.08,0.2480
2023-05-12,7.80,0.08,0.6240
2023-05-12,1.20,0.08,0.0960
2023-05-12,2.20,0.08,0.1760
2023-05-12,6.00,0.08,0.4800
2023-05-12,1.50,0.08,0.1200
2023-05-12,3.00,0.08,0.2400
2023-05-11,4.00,0.08,0.3200
2023-05-11,1.50,0.08,0.1200
2023-05-11,10.70,0.08,0.8560
2023-05-11,1.40,0.08,0.1120
2023-05-11,5.80,0.08,0.4640
2023-05-11,1.30,0.08,0.1040
2023-05-10,6.10,0.08,0.4880
2023-05-10,4.80,0.08,0.3840
2023-05-09,9.40,0.08,0.7520
2023-05-09,1.75,0.08,0.1400
2023-05-09,5.04,0.08,0.4032
2023-05-09,23.88,0.08,1.9104
2023-05-09,6.80,0.08,0.5440
2023-05-09,2.79,0.08,0.2232
2023-05-08,4.10,0.08,0.3280
2023-05-08,2.00,0.08,0.1600
2023-05-08,1.30,0.08,0.1040
2023-05-08,4.80,0.08,0.3840
2023-05-07,1.30,0.08,0.1040
2023-05-07,4.40,0.08,0.3520
2023-05-07,2.92,0.08,0.2336
2023-05-07,3.83,0.08,0.3064
2023-05-07,6.00,0.08,0.4800
2023-05-07,24.00,0.08,1.9200
2023-05-07,1.50,0.08,0.1200
2023-05-06,15.45,0.08,1.2360
2023-05-06,0.85,0.08,0.0680
2023-05-06,2.45,0.08,0.1960
2023-05-06,13.20,0.08,1.0560
2023-05-06,1.20,0.08,0.0960
2023-05-06,1.90,0.08,0.1520
2023-05-06,4.80,0.08,0.3840
2023-05-06,2.00,0.08,0.1600
2023-05-06,102.60,0.08,8.2080
2023-05-05,25.00,0.08,2.0000
2023-05-05,1.30,0.08,0.1040
2023-05-05,50.00,0.08,4.0000
2023-05-05,6.00,0.08,0.4800
2023-05-05,6.50,0.08,0.5200
2023-05-05,6.00,0.08,0.4800
2023-05-05,35.68,0.08,2.8544
2023-05-05,1.40,0.08,0.1120
2023-05-05,4.80,0.08,0.3840
2023-05-05,1.82,0.08,0.1456
2023-05-05,1.80,0.08,0.1440
2023-05-04,5.60,0.08,0.4480
2023-05-04,1.40,0.08,0.1120
2023-05-03,1.62,0.08,0.1296
2023-05-03,6.30,0.08,0.5040
2023-05-03,4.80,0.08,0.3840
2023-05-02,6.10,0.08,0.4880
2023-05-02,6.90,0.08,0.5520
2023-05-02,2.92,0.08,0.2336
2023-05-02,6.48,0.08,0.5184
2023-05-02,5.30,0.08,0.4240
2023-05-01,13.71,0.08,1.0968
2023-05-01,1.41,0.08,0.1128
2023-05-01,1.62,0.08,0.1296
2023-05-01,6.30,0.08,0.5040
2023-05-01,2.92,0.08,0.2336
2023-05-01,5.80,0.08,0.4640
2023-05-01,2.10,0.08,0.1680
2023-04-30,1.38,0.08,0.1104
2023-04-30,2.50,0.08,0.2000
2023-04-30,1.41,0.08,0.1128
2023-04-30,20.00,0.08,1.6000
2023-04-30,7.50,0.08,0.6000
2023-04-30,10.00,0.08,0.8000
2023-04-30,2.30,0.08,0.1840
2023-04-29,12.64,0.08,1.0112
2023-04-29,6.30,0.08,0.5040
2023-04-29,7.30,0.08,0.5840
2023-04-29,8.30,0.08,0.6640
2023-04-28,1.77,0.08,0.1416
2023-04-28,1.81,0.08,0.1448
2023-04-28,5.00,0.08,0.4000
2023-04-28,3.00,0.08,0.2400
2023-04-28,6.30,0.08,0.5040
2023-04-28,6.00,0.08,0.4800
2023-04-28,100.00,0.08,8.0000
2023-04-28,500.00,0.08,40.0000
2023-04-27,5.90,0.08,0.4720
2023-04-27,2.70,0.08,0.2160
2023-04-27,4.80,0.08,0.3840
2023-04-26,54.00,0.08,4.3200
2023-04-26,10.77,0.08,0.8616
2023-04-26,11.60,0.08,0.9280
2023-04-26,14.38,0.08,1.1504
2023-04-25,4.37,0.08,0.3496
2023-04-25,5.86,0.08,0.4688
2023-04-25,150.00,0.08,12.0000
2023-04-24,1.91,0.08,0.1528
2023-04-24,4.09,0.08,0.3272
2023-04-23,8.86,0.08,0.7088
2023-04-23,6.95,0.08,0.5560
2023-04-23,2.00,0.08,0.1600
2023-04-21,13.98,0.08,1.1184
2023-04-21,88.64,0.08,7.0912
2023-04-21,5.75,0.08,0.4600
2023-04-21,10.65,0.08,0.8520
2023-04-20,1.41,0.08,0.1128
2023-04-20,3.00,0.08,0.2400
2023-04-20,6.20,0.08,0.4960
2023-04-20,3.50,0.08,0.2800
2023-04-20,10.00,0.08,0.8000
2023-04-20,6.30,0.08,0.5040
2023-04-19,4.95,0.08,0.3960
2023-04-19,1.90,0.08,0.1520
2023-04-19,1.50,0.08,0.1200
2023-04-19,1.41,0.08,0.1128
2023-04-19,35.68,0.08,2.8544
2023-04-19,350.00,0.08,28.0000
2023-04-19,5.80,0.08,0.4640
2023-04-19,8.90,0.08,0.7120
2023-04-19,93.02,0.08,7.4416
2023-04-18,7.50,0.08,0.6000
2023-04-17,20.00,0.08,1.6000
2023-04-17,13.36,0.08,1.0688
2023-04-17,30.00,0.08,2.4000
2023-04-17,8.00,0.08,0.6400
2023-04-17,6.80,0.08,0.5440
2023-04-17,89.00,0.08,7.1200
2023-04-16,88.68,0.08,7.0944
2023-04-16,1.41,0.08,0.1128
2023-04-16,6.20,0.08,0.4960
2023-04-16,8.60,0.08,0.6880
2023-04-16,2.30,0.08,0.1840
2023-04-15,13.00,0.08,1.0400
2023-04-15,10.00,0.08,0.8000
2023-04-15,1.41,0.08,0.1128
2023-04-15,5.40,0.08,0.4320
2023-04-15,1.60,0.08,0.1280
2023-04-15,2.30,0.08,0.1840
2023-04-14,8.60,0.08,0.6880
2023-04-14,9.40,0.08,0.7520
2023-04-14,7.40,0.08,0.5920
2023-04-14,2.70,0.08,0.2160
2023-04-14,6.40,0.08,0.5120
2023-04-14,14.00,0.08,1.1200
2023-04-14,1.40,0.08,0.1120
2023-04-14,1.80,0.08,0.1440
2023-04-13,1.60,0.08,0.1280
2023-04-13,6.32,0.08,0.5056
2023-04-13,9.66,0.08,0.7728
2023-04-13,2.00,0.08,0.1600
2023-04-13,5.80,0.08,0.4640
2023-04-13,1.40,0.08,0.1120
2023-04-12,18.00,0.08,1.4400
2023-04-12,5.00,0.08,0.4000
2023-04-12,2.70,0.08,0.2160
2023-04-12,6.30,0.08,0.5040
2023-04-12,1.40,0.08,0.1120
2023-04-11,5.75,0.08,0.4600
2023-04-11,4.80,0.08,0.3840
2023-04-11,6.30,0.08,0.5040
2023-04-11,1.40,0.08,0.1120
2023-04-10,1.25,0.08,0.1000
2023-04-10,6.80,0.08,0.5440
2023-04-10,1.40,0.08,0.1120
2023-04-09,1.41,0.08,0.1128
2023-04-09,6.00,0.08,0.4800
2023-04-09,7.50,0.08,0.6000
2023-04-09,2.70,0.08,0.2160
2023-04-09,2.60,0.08,0.2080
2023-04-09,50.00,0.08,4.0000
2023-04-09,1.30,0.08,0.1040
2023-04-09,16.00,0.08,1.2800
2023-04-08,1.75,0.08,0.1400
2023-04-08,2.70,0.08,0.2160
2023-04-08,5.50,0.08,0.4400
2023-04-08,9.00,0.08,0.7200
2023-04-08,2.10,0.08,0.1680
2023-04-07,2.62,0.08,0.2096
2023-04-07,5.90,0.08,0.4720
2023-04-07,8.25,0.08,0.6600
2023-04-07,2.87,0.08,0.2296
