Date,Amount,GST Rate,GST Amount
2024-03-06,3.00,0.09,0.2700
2024-03-05,3.76,0.09,0.3384
2024-03-05,6.80,0.09,0.6120
2024-03-05,3.10,0.09,0.2790
2024-03-04,3.76,0.09,0.3384
2024-03-04,1.50,0.09,0.1350
2024-03-04,6.00,0.09,0.5400
2024-03-04,1.50,0.09,0.1350
2024-03-04,5.80,0.09,0.5220
2024-03-03,3.12,0.09,0.2808
2024-03-03,20.16,0.09,1.8144
2024-03-03,1.50,0.09,0.1350
2024-03-03,6.80,0.09,0.6120
2024-03-03,9.35,0.09,0.8415
2024-03-03,12.60,0.09,1.1340
2024-03-03,1.70,0.09,0.1530
2024-03-02,5.94,0.09,0.5346
2024-03-02,7.30,0.09,0.6570
2024-03-02,23.50,0.09,2.1150
2024-03-02,170.00,0.09,15.3000
2024-03-02,13.10,0.09,1.1790
2024-03-02,45.00,0.09,4.0500
2024-03-02,1.90,0.09,0.1710
2024-03-02,1.70,0.09,0.1530
2024-03-01,3.76,0.09,0.3384
2024-03-01,7.35,0.09,0.6615
2024-03-01,8.90,0.09,0.8010
2024-03-01,1.60,0.09,0.1440
2024-03-01,1.50,0.09,0.1350
2024-03-01,5.80,0.09,0.5220
2024-02-29,5.00,0.09,0.4500
2024-02-29,723.00,0.09,65.0700
2024-02-29,500.00,0.09,45.0000
2024-02-29,22.11,0.09,1.9899
2024-02-29,40.67,0.09,3.6603
2024-02-28,3.76,0.09,0.3384
2024-02-28,119.13,0.09,10.7217
2024-02-28,6.76,0.09,0.6084
2024-02-28,3.00,0.09,0.2700
2024-02-28,5.30,0.09,0.4770
2024-02-27,5.00,0.09,0.4500
2024-02-27,2.90,0.09,0.2610
2024-02-27,7.35,0.09,0.6615
2024-02-27,4.50,0.09,0.4050
2024-02-27,1.50,0.09,0.1350
2024-02-27,3.30,0.09,0.2970
2024-02-26,3.76,0.09,0.3384
2024-02-26,5.76,0.09,0.5184
2024-02-26,6.30,0.09,0.5670
2024-02-26,1.50,0.09,0.1350
2024-02-25,3.05,0.09,0.2745
2024-02-25,1.50,0.09,0.1350
2024-02-25,5.00,0.09,0.4500
2024-02-25,1.70,0.09,0.1530
2024-02-25,9.30,0.09,0.8370
2024-02-24,4.84,0.09,0.4356
2024-02-24,5.95,0.09,0.5355
2024-02-24,4.05,0.09,0.3645
2024-02-24,1.50,0.09,0.1350
2024-02-24,3.20,0.09,0.2880
2024-02-24,7.20,0.09,0.6480
2024-02-24,1.70,0.09,0.1530
2024-02-23,4.05,0.09,0.3645
2024-02-23,11.20,0.09,1.0080
2024-02-23,12.60,0.09,1.1340
2024-02-23,5.12,0.09,0.4608
2024-02-23,1.80,0.09,0.1620
2024-02-22,5.00,0.09,0.4500
2024-02-22,7.00,0.09,0.6300
2024-02-22,2.80,0.09,0.2520
2024-02-22,3.00,0.09,0.2700
2024-02-22,5.30,0.09,0.4770
2024-02-21,3.76,0.09,0.3384
2024-02-21,3.00,0.09,0.2700
2024-02-21,5.76,0.09,0.5184
2024-02-20,3.79,0.09,0.3411
2024-02-20,11.98,0.09,1.0782
2024-02-20,1.50,0.09,0.1350
2024-02-20,5.00,0.09,0.4500
2024-02-19,5.98,0.09,0.5382
2024-02-19,30.00,0.09,2.7000
2024-02-19,6.30,0.09,0.5670
2024-02-19,3.00,0.09,0.2700
2024-02-18,3.12,0.09,0.2808
2024-02-18,6.18,0.09,0.5562
2024-02-18,4.77,0.09,0.4293
2024-02-18,4.14,0.09,0.3726
2024-02-18,1.35,0.09,0.1215
2024-02-18,6.12,0.09,0.5508
2024-02-18,9.90,0.09,0.8910
2024-02-17,5.12,0.09,0.4608
2024-02-17,18.43,0.09,1.6587
2024-02-17,1.50,0.09,0.1350
2024-02-17,11.30,0.09,1.0170
2024-02-17,11.25,0.09,1.0125
2024-02-17,1.70,0.09,0.1530
2024-02-17,1.62,0.09,0.1458
2024-02-16,4.90,0.09,0.4410
2024-02-16,10.40,0.09,0.9360
2024-02-16,19.50,0.09,1.7550
2024-02-16,3.10,0.09,0.2790
2024-02-16,6.80,0.09,0.6120
2024-02-15,5.00,0.09,0.4500
2024-02-15,3.10,0.09,0.2790
2024-02-15,5.30,0.09,0.4770
2024-02-15,6.12,0.09,0.5508
2024-02-15,25.60,0.09,2.3040
2024-02-14,3.12,0.09,0.2808
2024-02-14,3.12,0.09,0.2808
2024-02-14,6.12,0.09,0.5508
2024-02-14,15.20,0.09,1.3680
2024-02-14,8.90,0.09,0.8010
2024-02-14,15.87,0.09,1.4283
2024-02-13,3.76,0.09,0.3384
2024-02-13,22.00,0.09,1.9800
2024-02-13,5.20,0.09,0.4680
2024-02-12,6.40,0.09,0.5760
2024-02-12,10.00,0.09,0.9000
2024-02-12,7.30,0.09,0.6570
2024-02-12,1.50,0.09,0.1350
2024-02-12,1.20,0.09,0.1080
2024-02-12,9.50,0.09,0.8550
2024-02-12,2.00,0.09,0.1800
2024-02-12,2.90,0.09,0.2610
2024-02-12,1.35,0.09,0.1215
2024-02-12,1.70,0.09,0.1530
2024-02-11,5.30,0.09,0.4770
2024-02-11,1.90,0.09,0.1710
2024-02-11,3.77,0.09,0.3393
2024-02-11,13.10,0.09,1.1790
2024-02-11,1.70,0.09,0.1530
2024-02-11,2.90,0.09,0.2610
2024-02-11,1.35,0.09,0.1215
2024-02-11,7.12,0.09,0.6408
2024-02-11,24.35,0.09,2.1915
2024-02-10,7.65,0.09,0.6885
2024-02-10,2.55,0.09,0.2295
2024-02-10,6.00,0.09,0.5400
2024-02-10,1.30,0.09,0.1170
2024-02-09,6.32,0.09,0.5688
2024-02-09,80.00,0.09,7.2000
2024-02-09,1.44,0.09,0.1296
2024-02-09,1.35,0.09,0.1215
2024-02-09,3.00,0.09,0.2700
2024-02-08,5.00,0.09,0.4500
2024-02-08,1.50,0.09,0.1350
2024-02-08,27.00,0.09,2.4300
2024-02-08,3.10,0.09,0.2790
2024-02-08,6.80,0.09,0.6120
2024-02-07,5.94,0.09,0.5346
2024-02-07,9.00,0.09,0.8100
2024-02-07,2.90,0.09,0.2610
2024-02-07,1.50,0.09,0.1350
2024-02-06,23.88,0.09,2.1492
2024-02-06,102.60,0.09,9.2340
2024-02-06,3.76,0.09,0.3384
2024-02-06,6.30,0.09,0.5670
2024-02-06,3.10,0.09,0.2790
2024-02-05,3.76,0.09,0.3384
2024-02-05,69.00,0.09,6.2100
2024-02-05,24.00,0.09,2.1600
2024-02-05,3.10,0.09,0.2790
2024-02-04,5.69,0.09,0.5121
2024-02-04,1.50,0.09,0.1350
2024-02-04,1.50,0.09,0.1350
2024-02-04,1.80,0.09,0.1620
2024-02-04,1.70,0.09,0.1530
2024-02-04,6.50,0.09,0.5850
2024-02-03,4.91,0.09,0.4419
2024-02-03,18.48,0.09,1.6632
2024-02-03,8.00,0.09,0.7200
2024-02-03,3.30,0.09,0.2970
2024-02-03,10.00,0.09,0.9000
2024-02-03,1.60,0.09,0.1440
2024-02-03,1.30,0.09,0.1170
2024-02-03,7.20,0.09,0.6480
2024-02-03,1.35,0.09,0.1215
2024-02-02,5.40,0.09,0.4860
2024-02-02,6.30,0.09,0.5670
2024-02-02,1.70,0.09,0.1530
2024-02-01,5.80,0.09,0.5220
2024-02-01,1.50,0.09,0.1350
2024-02-01,5.94,0.09,0.5346
2024-01-31,2.90,0.09,0.2610
2024-01-31,3.00,0.09,0.2700
2024-01-31,6.80,0.09,0.6120
2024-01-30,500.00,0.09,45.0000
2024-01-30,182.00,0.09,16.3800
2024-01-30,40.99,0.09,3.6891
2024-01-30,11.99,0.09,1.0791
2024-01-30,11.98,0.09,1.0782
2024-01-30,6.12,0.09,0.5508
2024-01-30,3.00,0.09,0.2700
2024-01-29,3.75,0.09,0.3375
2024-01-29,6.80,0.09,0.6120
2024-01-29,5.30,0.09,0.4770
2024-01-29,1.50,0.09,0.1350
2024-01-29,1.50,0.09,0.1350
2024-01-28,4.70,0.09,0.4230
2024-01-28,1.40,0.09,0.1260
2024-01-28,6.12,0.09,0.5508
2024-01-28,4.90,0.09,0.4410
2024-01-28,1.30,0.09,0.1170
2024-01-28,3.20,0.09,0.2880
2024-01-28,1.30,0.09,0.1170
2024-01-28,1.70,0.09,0.1530
2024-01-27,7.92,0.09,0.7128
2024-01-27,6.03,0.09,0.5427
2024-01-27,1.30,0.09,0.1170
2024-01-27,1.50,0.09,0.1350
2024-01-27,2.30,0.09,0.2070
2024-01-27,3.10,0.09,0.2790
2024-01-27,6.84,0.09,0.6156
2024-01-27,3.10,0.09,0.2790
2024-01-27,1.70,0.09,0.1530
2024-01-26,3.71,0.09,0.3339
2024-01-26,41.00,0.09,3.6900
2024-01-26,7.50,0.09,0.6750
2024-01-26,12.60,0.09,1.1340
2024-01-26,1.50,0.09,0.1350
2024-01-26,4.30,0.09,0.3870
2024-01-26,134.40,0.09,12.0960
2024-01-25,7.78,0.09,0.7002
2024-01-25,5.00,0.09,0.4500
2024-01-25,6.12,0.09,0.5508
2024-01-25,3.00,0.09,0.2700
2024-01-25,5.80,0.09,0.5220
2024-01-24,3.76,0.09,0.3384
2024-01-24,6.12,0.09,0.5508
2024-01-24,3.00,0.09,0.2700
2024-01-24,20.20,0.09,1.8180
2024-01-23,3.76,0.09,0.3384
2024-01-23,6.00,0.09,0.5400
2024-01-23,3.00,0.09,0.2700
2024-01-22,5.00,0.09,0.4500
2024-01-22,1.50,0.09,0.1350
2024-01-22,1.50,0.09,0.1350
2024-01-22,5.80,0.09,0.5220
2024-01-22,6.12,0.09,0.5508
2024-01-21,2.98,0.09,0.2682
2024-01-21,12.00,0.09,1.0800
2024-01-21,1.80,0.09,0.1620
2024-01-21,3.16,0.09,0.2844
2024-01-21,1.62,0.09,0.1458
2024-01-21,1.35,0.09,0.1215
2024-01-21,6.34,0.09,0.5706
2024-01-20,2.34,0.09,0.2106
2024-01-20,1.70,0.09,0.1530
2024-01-20,25.00,0.09,2.2500
2024-01-20,11.98,0.09,1.0782
2024-01-19,50.00,0.09,4.5000
2024-01-19,6.06,0.09,0.5454
2024-01-19,10.40,0.09,0.9360
2024-01-19,13.40,0.09,1.2060
2024-01-19,243.00,0.09,21.8700
2024-01-19,5.80,0.09,0.5220
2024-01-19,3.00,0.09,0.2700
2024-01-18,3.76,0.09,0.3384
2024-01-18,4.20,0.09,0.3780
2024-01-18,6.00,0.09,0.5400
2024-01-18,5.80,0.09,0.5220
2024-01-18,3.00,0.09,0.2700
2024-01-17,4.94,0.09,0.4446
2024-01-17,5.20,0.09,0.4680
2024-01-17,18.00,0.09,1.6200
2024-01-17,5.80,0.09,0.5220
2024-01-17,1.50,0.09,0.1350
2024-01-16,3.80,0.09,0.3420
2024-01-16,1.31,0.09,0.1179
2024-01-16,2.99,0.09,0.2691
2024-01-16,1.44,0.09,0.1296
2024-01-16,5.49,0.09,0.4941
2024-01-16,1.50,0.09,0.1350
2024-01-16,6.30,0.09,0.5670
2024-01-15,25.43,0.09,2.2887
2024-01-15,3.76,0.09,0.3384
2024-01-15,1.50,0.09,0.1350
2024-01-15,5.04,0.09,0.4536
2024-01-15,4.80,0.09,0.4320
2024-01-15,3.00,0.09,0.2700
2024-01-14,1.30,0.09,0.1170
2024-01-14,15.65,0.09,1.4085
2024-01-14,1.80,0.09,0.1620
2024-01-14,7.20,0.09,0.6480
2024-01-14,1.70,0.09,0.1530
2024-01-14,1.35,0.09,0.1215
2024-01-14,5.04,0.09,0.4536
2024-01-13,7.00,0.09,0.6300
2024-01-13,30.45,0.09,2.7405
2024-01-13,1.30,0.09,0.1170
2024-01-13,5.00,0.09,0.4500
2024-01-13,1.70,0.09,0.1530
2024-01-13,1.44,0.09,0.1296
2024-01-13,1.35,0.09,0.1215
2024-01-12,5.49,0.09,0.4941
2024-01-12,40.67,0.09,3.6603
2024-01-12,4.20,0.09,0.3780
2024-01-12,8.60,0.09,0.7740
2024-01-12,5.80,0.09,0.5220
2024-01-12,1.60,0.09,0.1440
2024-01-12,2.40,0.09,0.2160
2024-01-11,5.00,0.09,0.4500
2024-01-11,3.40,0.09,0.3060
2024-01-11,5.22,0.09,0.4698
2024-01-11,1.30,0.09,0.1170
2024-01-11,5.80,0.09,0.5220
2024-01-11,1.50,0.09,0.1350
2024-01-10,4.94,0.09,0.4446
2024-01-10,1.87,0.09,0.1683
2024-01-10,5.94,0.09,0.5346
2024-01-10,4.80,0.09,0.4320
2024-01-10,1.50,0.09,0.1350
2024-01-09,3.80,0.09,0.3420
2024-01-09,12.40,0.09,1.1160
2024-01-09,5.30,0.09,0.4770
2024-01-09,11.99,0.09,1.0791
2024-01-09,2.79,0.09,0.2511
2024-01-09,1.50,0.09,0.1350
2024-01-08,4.05,0.09,0.3645
2024-01-08,1.50,0.09,0.1350
2024-01-08,4.80,0.09,0.4320
2024-01-08,5.94,0.09,0.5346
2024-01-07,4.05,0.09,0.3645
2024-01-07,3.60,0.09,0.3240
2024-01-07,5.22,0.09,0.4698
2024-01-07,1.50,0.09,0.1350
2024-01-07,11.90,0.09,1.0710
2024-01-07,1.70,0.09,0.1530
2024-01-06,6.24,0.09,0.5616
2024-01-06,3.50,0.09,0.3150
2024-01-06,3.50,0.09,0.3150
2024-01-06,9.00,0.09,0.8100
2024-01-06,1.60,0.09,0.1440
2024-01-06,1.35,0.09,0.1215
2024-01-06,5.04,0.09,0.4536
2024-01-06,1.35,0.09,0.1215
2024-01-06,15.90,0.09,1.4310
2024-01-05,9.25,0.09,0.8325
2024-01-05,8.30,0.09,0.7470
2024-01-04,20.41,0.09,1.8369
2024-01-04,4.91,0.09,0.4419
2024-01-04,121.00,0.09,10.8900
2024-01-04,80.00,0.09,7.2000
2023-12-24,1.50,0.08,0.1200
2023-12-24,5.00,0.08,0.4000
2023-12-24,7.80,0.08,0.6240
2023-12-24,1.20,0.08,0.0960
2023-12-24,5.04,0.08,0.4032
2023-12-24,1.70,0.08,0.1360
2023-12-24,2.07,0.08,0.1656
2023-12-23,6.00,0.08,0.4800
2023-12-23,6.50,0.08,0.5200
2023-12-23,1.60,0.08,0.1280
2023-12-23,2.25,0.08,0.1800
2023-12-23,1.80,0.08,0.1440
2023-12-23,5.04,0.08,0.4032
2023-12-23,1.50,0.08,0.1200
2023-12-23,9.95,0.08,0.7960
2023-12-22,11.98,0.08,0.9584
2023-12-22,6.70,0.08,0.5360
2023-12-22,2.40,0.08,0.1920
2023-12-22,1.50,0.08,0.1200
2023-12-22,3.69,0.08,0.2952
2023-12-21,6.00,0.08,0.4800
2023-12-21,3.69,0.08,0.2952
2023-12-21,1.54,0.08,0.1232
2023-12-20,1.20,0.08,0.0960
2023-12-20,4.95,0.08,0.3960
2023-12-20,3.54,0.08,0.2832
2023-12-20,6.30,0.08,0.5040
2023-12-19,4.95,0.08,0.3960
2023-12-19,5.50,0.08,0.4400
2023-12-19,1.30,0.08,0.1040
2023-12-19,1.50,0.08,0.1200
2023-12-19,6.80,0.08,0.5440
2023-12-19,3.54,0.08,0.2832
2023-12-19,1.50,0.08,0.1200
2023-12-19,6.00,0.08,0.4800
2023-12-19,4.80,0.08,0.3840
2023-12-17,25.00,0.08,2.0000
2023-12-17,4.80,0.08,0.3840
2023-12-17,22.00,0.08,1.7600
2023-12-17,7.20,0.08,0.5760
2023-12-17,0.40,0.08,0.0320
2023-12-17,1.30,0.08,0.1040
2023-12-16,3.50,0.08,0.2800
2023-12-16,1.00,0.08,0.0800
2023-12-16,1.50,0.08,0.1200
2023-12-16,6.20,0.08,0.4960
2023-12-16,2.40,0.08,0.1920
2023-12-16,1.80,0.08,0.1440
2023-12-16,6.20,0.08,0.4960
2023-12-16,12.00,0.08,0.9600
2023-12-15,1.50,0.08,0.1200
2023-12-15,13.35,0.08,1.0680
2023-12-15,6.80,0.08,0.5440
2023-12-15,3.10,0.08,0.2480
2023-12-15,12.00,0.08,0.9600
2023-12-14,3.51,0.08,0.2808
2023-12-14,3.00,0.08,0.2400
2023-12-14,6.00,0.08,0.4800
2023-12-14,6.00,0.08,0.4800
2023-12-13,12.00,0.08,0.9600
2023-12-13,5.82,0.08,0.4656
2023-12-13,1.50,0.08,0.1200
2023-12-13,3.00,0.08,0.2400
2023-12-13,5.50,0.08,0.4400
2023-12-13,42.00,0.08,3.3600
2023-12-13,7.60,0.08,0.6080
2023-12-12,33.00,0.08,2.6400
2023-12-12,17.00,0.08,1.3600
2023-12-12,6.00,0.08,0.4800
2023-12-12,6.30,0.08,0.5040
2023-12-12,2.80,0.08,0.2240
2023-12-11,50.00,0.08,4.0000
2023-12-11,6.00,0.08,0.4800
2023-12-11,1.50,0.08,0.1200
2023-12-11,1.50,0.08,0.1200
2023-12-11,5.50,0.08,0.4400
2023-12-10,4.00,0.08,0.3200
2023-12-10,20.00,0.08,1.6000
2023-12-10,2.40,0.08,0.1920
2023-12-10,4.50,0.08,0.3600
2023-12-09,6.75,0.08,0.5400
2023-12-09,6.50,0.08,0.5200
2023-12-09,1.70,0.08,0.1360
2023-12-09,6.20,0.08,0.4960
2023-12-08,4.72,0.08,0.3776
2023-12-08,6.20,0.08,0.4960
2023-12-08,1.30,0.08,0.1040
2023-12-08,2.40,0.08,0.1920
2023-12-07,3.54,0.08,0.2832
2023-12-07,13.55,0.08,1.0840
2023-12-07,1.80,0.08,0.1440
2023-12-07,6.70,0.08,0.5360
2023-12-07,6.30,0.08,0.5040
2023-12-07,1.50,0.08,0.1200
2023-12-07,2.80,0.08,0.2240
2023-12-06,4.72,0.08,0.3776
2023-12-06,3.51,0.08,0.2808
2023-12-06,3.20,0.08,0.2560
2023-12-06,5.94,0.08,0.4752
2023-12-06,3.00,0.08,0.2400
2023-12-06,4.80,0.08,0.3840
2023-12-05,3.54,0.08,0.2832
2023-12-05,29.00,0.08,2.3200
2023-12-05,58.00,0.08,4.6400
2023-12-05,55.00,0.08,4.4000
2023-12-05,5.50,0.08,0.4400
2023-12-05,1.50,0.08,0.1200
2023-12-05,4.80,0.08,0.3840
2023-12-04,3.54,0.08,0.2832
2023-12-04,6.00,0.08,0.4800
2023-12-04,7.30,0.08,0.5840
2023-12-04,1.60,0.08,0.1280
2023-12-04,1.50,0.08,0.1200
2023-12-03,1.50,0.08,0.1200
2023-12-03,5.00,0.08,0.4000
2023-12-03,63.00,0.08,5.0400
2023-12-03,4.00,0.08,0.3200
2023-12-03,1.30,0.08,0.1040
2023-12-03,1.50,0.08,0.1200
2023-12-02,5.50,0.08,0.4400
2023-12-02,21.00,0.08,1.6800
2023-12-02,6.00,0.08,0.4800
2023-12-02,3.15,0.08,0.2520
2023-12-02,2.50,0.08,0.2000
2023-12-02,1.95,0.08,0.1560
2023-12-02,8.90,0.08,0.7120
2023-12-02,2.40,0.08,0.1920
2023-12-01,3.96,0.08,0.3168
2023-12-01,4.70,0.08,0.3760
2023-12-01,10.35,0.08,0.8280
2023-12-01,2.25,0.08,0.1800
2023-12-01,1.35,0.08,0.1080
2023-12-01,3.69,0.08,0.2952
2023-12-01,500.00,0.08,40.0000
2023-12-01,1.70,0.08,0.1360
2023-11-30,3.50,0.08,0.2800
2023-11-30,9.75,0.08,0.7800
2023-11-30,1.60,0.08,0.1280
2023-11-30,1.50,0.08,0.1200
2023-11-30,1.70,0.08,0.1360
2023-11-30,4.80,0.08,0.3840
2023-11-29,1.50,0.08,0.1200
2023-11-29,2.95,0.08,0.2360
2023-11-29,7.85,0.08,0.6280
2023-11-29,1.70,0.08,0.1360
2023-11-29,7.40,0.08,0.5920
2023-11-28,2.90,0.08,0.2320
2023-11-28,2.40,0.08,0.1920
2023-11-28,5.00,0.08,0.4000
2023-11-27,4.50,0.08,0.3600
2023-11-27,5.54,0.08,0.4432
2023-11-27,15.00,0.08,1.2000
2023-11-27,2.00,0.08,0.1600
2023-11-27,6.20,0.08,0.4960
2023-11-25,8.30,0.08,0.6640
2023-11-24,80.00,0.08,6.4000
2023-11-24,6.00,0.08,0.4800
2023-11-24,1.80,0.08,0.1440
2023-11-24,2.80,0.08,0.2240
2023-11-24,3.90,0.08,0.3120
2023-11-22,1.85,0.08,0.1480
2023-11-22,4.00,0.08,0.3200
2023-11-22,6.30,0.08,0.5040
2023-11-22,1.50,0.08,0.1200
2023-11-21,125.00,0.08,10.0000
2023-11-21,1.20,0.08,0.0960
2023-11-21,9.80,0.08,0.7840
2023-11-21,28.00,0.08,2.2400
2023-11-21,5.60,0.08,0.4480
2023-11-20,2.50,0.08,0.2000
2023-11-20,6.20,0.08,0.4960
2023-11-20,11.98,0.08,0.9584
2023-11-20,9.90,0.08,0.7920
2023-11-20,1.85,0.08,0.1480
2023-11-20,1.50,0.08,0.1200
2023-11-20,6.00,0.08,0.4800
2023-11-20,49.14,0.08,3.9312
2023-11-19,4.73,0.08,0.3784
2023-11-19,55.00,0.08,4.4000
2023-11-19,3.25,0.08,0.2600
2023-11-19,1.90,0.08,0.1520
2023-11-19,7.40,0.08,0.5920
2023-11-19,7.30,0.08,0.5840
2023-11-19,1.65,0.08,0.1320
2023-11-18,20.00,0.08,1.6000
2023-11-18,6.00,0.08,0.4800
2023-11-18,55.00,0.08,4.4000
2023-11-18,6.50,0.08,0.5200
2023-11-18,7.30,0.08,0.5840
2023-11-17,25.23,0.08,2.0184
2023-11-17,3.54,0.08,0.2832
2023-11-17,3.80,0.08,0.3040
2023-11-17,3.90,0.08,0.3120
2023-11-17,6.20,0.08,0.4960
2023-11-16,3.54,0.08,0.2832
2023-11-16,4.00,0.08,0.3200
2023-11-16,5.80,0.08,0.4640
2023-11-16,1.50,0.08,0.1200
2023-11-15,3.51,0.08,0.2808
2023-11-15,6.00,0.08,0.4800
2023-11-15,1.50,0.08,0.1200
2023-11-15,1.50,0.08,0.1200
2023-11-15,6.60,0.08,0.5280
2023-11-15,4.80,0.08,0.3840
2023-11-14,11.00,0.08,0.8800
2023-11-14,3.54,0.08,0.2832
2023-11-14,1.50,0.08,0.1200
2023-11-14,5.30,0.08,0.4240
2023-11-13,5.19,0.08,0.4152
2023-11-13,1.50,0.08,0.1200
2023-11-13,14.80,0.08,1.1840
2023-11-13,3.85,0.08,0.3080
2023-11-13,1.60,0.08,0.1280
2023-11-13,5.00,0.08,0.4000
2023-11-12,1.98,0.08,0.1584
2023-11-12,8.80,0.08,0.7040
2023-11-12,0.55,0.08,0.0440
2023-11-12,9.50,0.08,0.7600
2023-11-12,5.00,0.08,0.4000
2023-11-11,2.90,0.08,0.2320
2023-11-11,22.60,0.08,1.8080
2023-11-11,2.60,0.08,0.2080
2023-11-10,3.17,0.08,0.2536
2023-11-10,1.85,0.08,0.1480
2023-11-10,6.20,0.08,0.4960
2023-11-10,2.80,0.08,0.2240
2023-11-10,1.85,0.08,0.1480
2023-11-10,9.90,0.08,0.7920
2023-11-10,1.60,0.08,0.1280
2023-11-10,2.00,0.08,0.1600
2023-11-10,4.60,0.08,0.3680
2023-11-09,1.50,0.08,0.1200
2023-11-09,4.00,0.08,0.3200
2023-11-09,5.80,0.08,0.4640
2023-11-08,3.54,0.08,0.2832
2023-11-08,7.55,0.08,0.6040
2023-11-08,5.80,0.08,0.4640
2023-11-07,5.30,0.08,0.4240
2023-11-07,1.50,0.08,0.1200
2023-11-07,3.54,0.08,0.2832
2023-11-07,7.58,0.08,0.6064
2023-11-06,102.60,0.08,8.2080
2023-11-06,2.98,0.08,0.2384
2023-11-06,3.54,0.08,0.2832
2023-11-06,8.35,0.08,0.6680
2023-11-06,1.50,0.08,0.1200
2023-11-05,6.87,0.08,0.5496
2023-11-05,10.50,0.08,0.8400
2023-11-05,10.50,0.08,0.8400
2023-11-05,2.50,0.08,0.2000
2023-11-05,5.00,0.08,0.4000
2023-11-05,1.93,0.08,0.1544
2023-11-04,6.57,0.08,0.5256
2023-11-04,3.60,0.08,0.2880
2023-11-04,6.50,0.08,0.5200
2023-11-04,8.20,0.08,0.6560
2023-11-04,38.00,0.08,3.0400
2023-11-04,1.50,0.08,0.1200
2023-11-04,3.50,0.08,0.2800
2023-11-04,1.30,0.08,0.1040
2023-11-04,1.60,0.08,0.1280
2023-11-03,6.60,0.08,0.5280
2023-11-03,3.54,0.08,0.2832
2023-11-03,3.10,0.08,0.2480
2023-11-03,6.30,0.08,0.5040
2023-11-02,4.74,0.08,0.3792
2023-11-02,6.60,0.08,0.5280
2023-11-01,9.98,0.08,0.7984
2023-11-01,7.02,0.08,0.5616
2023-11-01,6.30,0.08,0.5040
2023-10-31,5.50,0.08,0.4400
2023-10-31,3.55,0.08,0.2840
2023-10-31,1.85,0.08,0.1480
2023-10-31,6.50,0.08,0.5200
2023-10-31,5.80,0.08,0.4640
2023-10-30,6.00,0.08,0.4800
2023-10-30,100.00,0.08,8.0000
2023-10-30,295.00,0.08,23.6000
2023-10-30,500.00,0.08,40.0000
2023-10-30,7.00,0.08,0.5600
2023-10-30,5.80,0.08,0.4640
2023-10-30,1.50,0.08,0.1200
2023-10-29,1.50,0.08,0.1200
2023-10-29,1.90,0.08,0.1520
2023-10-29,8.90,0.08,0.7120
2023-10-29,5.00,0.08,0.4000
2023-10-29,6.50,0.08,0.5200
2023-10-29,1.90,0.08,0.1520
2023-10-29,80.00,0.08,6.4000
2023-10-28,7.00,0.08,0.5600
2023-10-28,0.70,0.08,0.0560
2023-10-28,1.10,0.08,0.0880
2023-10-28,9.80,0.08,0.7840
2023-10-28,3.80,0.08,0.3040
2023-10-28,5.00,0.08,0.4000
2023-10-27,6.50,0.08,0.5200
2023-10-27,1.50,0.08,0.1200
2023-10-27,3.00,0.08,0.2400
2023-10-27,8.60,0.08,0.6880
2023-10-27,9.00,0.08,0.7200
2023-10-26,1.85,0.08,0.1480
2023-10-26,7.30,0.08,0.5840
2023-10-26,7.80,0.08,0.6240
2023-10-26,1.50,0.08,0.1200
2023-10-25,1.50,0.08,0.1200
2023-10-25,1.30,0.08,0.1040
2023-10-25,7.80,0.08,0.6240
2023-10-25,5.80,0.08,0.4640
2023-10-25,1.50,0.08,0.1200
2023-10-24,7.05,0.08,0.5640
2023-10-24,5.80,0.08,0.4640
2023-10-24,1.30,0.08,0.1040
2023-10-23,3.20,0.08,0.2560
2023-10-23,6.60,0.08,0.5280
2023-10-23,4.60,0.08,0.3680
2023-10-23,1.30,0.08,0.1040
2023-10-22,7.90,0.08,0.6320
2023-10-22,129.00,0.08,10.3200
2023-10-22,1.70,0.08,0.1360
2023-10-22,8.60,0.08,0.6880
2023-10-22,9.90,0.08,0.7920
2023-10-22,1.60,0.08,0.1280
2023-10-22,5.04,0.08,0.4032
2023-10-21,17.00,0.08,1.3600
2023-10-21,1.85,0.08,0.1480
2023-10-21,1.60,0.08,0.1280
2023-10-21,6.50,0.08,0.5200
2023-10-20,1.50,0.08,0.1200
2023-10-20,7.35,0.08,0.5880
2023-10-20,1.60,0.08,0.1280
2023-10-20,5.30,0.08,0.4240
2023-10-20,4.73,0.08,0.3784
2023-10-20,4.02,0.08,0.3216
2023-10-20,1.50,0.08,0.1200
2023-10-19,21.00,0.08,1.6800
2023-10-19,5.80,0.08,0.4640
2023-10-18,1.62,0.08,0.1296
2023-10-18,5.04,0.08,0.4032
2023-10-18,6.60,0.08,0.5280
2023-10-17,3.54,0.08,0.2832
2023-10-17,850.00,0.08,68.0000
2023-10-17,5.00,0.08,0.4000
2023-10-17,5.80,0.08,0.4640
2023-10-16,4.72,0.08,0.3776
2023-10-16,5.81,0.08,0.4648
2023-10-16,5.80,0.08,0.4640
2023-10-16,1.50,0.08,0.1200
2023-10-15,6.00,0.08,0.4800
2023-10-15,3.30,0.08,0.2640
2023-10-15,6.00,0.08,0.4800
2023-10-15,12.50,0.08,1.0000
2023-10-15,2.40,0.08,0.1920
2023-10-14,8.00,0.08,0.6400
2023-10-14,9.25,0.08,0.7400
2023-10-14,11.00,0.08,0.8800
2023-10-14,4.85,0.08,0.3880
