expenses list,,,,,,,,,,
Date and time,Category,Account,Amount in default currency,Default currency,Amount in account currency,Account currency,Transaction amount in transaction currency,Transaction currency,Tags,Comment
10/1/2025,Leisure,Main,25.46,SGD,25.46,SGD,,,,Telco Bill
9/1/2025,Food,Main,5.30,SGD,5.30,SGD,,,,
9/1/2025,Groceries,Main,11.20,SGD,11.20,SGD,,,,
8/1/2025,Groceries,Main,10.16,SGD,10.16,SGD,,,,
8/1/2025,Food,Main,2.00,SGD,2.00,SGD,,,,
8/1/2025,Food,Main,6.00,SGD,6.00,SGD,,,,
7/1/2025,Groceries,Main,9.65,SGD,9.65,SGD,,,,
7/1/2025,Food,Main,7.60,SGD,7.60,SGD,,,,
7/1/2025,Food,Main,4.60,SGD,4.60,SGD,,,,
6/1/2025,Groceries,Main,4.05,SGD,4.05,SGD,,,,
6/1/2025,Food,Main,1.30,SGD,1.30,SGD,,,,
6/1/2025,Food,Main,4.30,SGD,4.30,SGD,,,,
6/1/2025,Tax,Main,42.90,SGD,42.90,SGD,,,,
6/1/2025,Workout,Main,102.60,SGD,102.60,SGD,,,,
5/1/2025,Food,Main,1.77,SGD,1.77,SGD,,,,
5/1/2025,Leisure,Main,29.94,SGD,29.94,SGD,,,,Chat GPT
5/1/2025,Food,Main,5.85,SGD,5.85,SGD,,,,
5/1/2025,Groceries,Main,15.90,SGD,15.90,SGD,,,,
5/1/2025,Leisure,Main,30.00,SGD,30.00,SGD,,,,coffee maker
5/1/2025,Food,Main,2.60,SGD,2.60,SGD,,,,
5/1/2025,Food,Main,1.30,SGD,1.30,SGD,,,,
5/1/2025,Groceries,Main,11.17,SGD,11.17,SGD,,,,
4/1/2025,Food,Main,1.70,SGD,1.70,SGD,,,,
4/1/2025,Food,Main,13.00,SGD,13.00,SGD,,,,
4/1/2025,Groceries,Main,4.95,SGD,4.95,SGD,,,,
4/1/2025,Food,Main,1.50,SGD,1.50,SGD,,,,
4/1/2025,Food,Main,1.50,SGD,1.50,SGD,,,,
4/1/2025,Food,Main,6.50,SGD,6.50,SGD,,,,
4/1/2025,Food,Main,1.30,SGD,1.30,SGD,,,,
4/1/2025,Food,Main,1.80,SGD,1.80,SGD,,,,
3/1/2025,Travel,Main,50.15,SGD,50.15,SGD,,,,Mary Grace Brunch
2/1/2025,Travel,Main,24.89,SGD,24.89,SGD,,,,
2/1/2025,Travel,Main,11.79,SGD,11.79,SGD,,,,
2/1/2025,Travel,Main,21.43,SGD,21.43,SGD,,,,gufts
2/1/2025,Travel,Main,30.00,SGD,30.00,SGD,,,,
2/1/2025,Travel,Main,6.48,SGD,6.48,SGD,,,,
31/12/2024,Home,Main,550.00,SGD,550.00,SGD,,,,
27/12/2024,Food,Main,11.89,SGD,11.89,SGD,,,,
26/12/2024,Travel,Main,16.11,SGD,16.11,SGD,,,,
26/12/2024,Travel,Main,19.00,SGD,19.00,SGD,,,,
25/12/2024,Travel,Main,118.00,SGD,118.00,SGD,,,,
22/12/2024,Food,Main,22.98,SGD,22.98,SGD,,,,
21/12/2024,Food,Main,60.00,SGD,60.00,SGD,,,,
20/12/2024,Food,Main,56.96,SGD,56.96,SGD,,,,Family food
20/12/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
20/12/2024,Leisure,Main,39.60,SGD,39.60,SGD,,,,haircut + Stephen
20/12/2024,Education,Main,5850.00,SGD,5850.00,SGD,,,,
20/12/2024,Leisure,Main,13.98,SGD,13.98,SGD,,,,
18/12/2024,Travel,Main,350.00,SGD,350.00,SGD,,,,exchange money
18/12/2024,Credit Card Bill,Main,300.00,SGD,300.00,SGD,,,,
18/12/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
18/12/2024,Food,Main,4.30,SGD,4.30,SGD,,,,
18/12/2024,Food,Main,7.90,SGD,7.90,SGD,,,,
17/12/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
17/12/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
17/12/2024,Leisure,Main,6.30,SGD,6.30,SGD,,,,
15/12/2024,Food,Main,4.50,SGD,4.50,SGD,,,,
15/12/2024,Food,Main,13.50,SGD,13.50,SGD,,,,
15/12/2024,Food,Main,2.30,SGD,2.30,SGD,,,,
15/12/2024,Food,Main,8.70,SGD,8.70,SGD,,,,
14/12/2024,Food,Main,11.05,SGD,11.05,SGD,,,,
14/12/2024,Food,Main,2.50,SGD,2.50,SGD,,,,
14/12/2024,Food,Main,3.90,SGD,3.90,SGD,,,,
13/12/2024,Food,Main,6.50,SGD,6.50,SGD,,,,
13/12/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
13/12/2024,Food,Main,9.00,SGD,9.00,SGD,,,,
12/12/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
12/12/2024,Food,Main,8.90,SGD,8.90,SGD,,,,
12/12/2024,Food,Main,4.20,SGD,4.20,SGD,,,,
12/12/2024,Food,Main,4.30,SGD,4.30,SGD,,,,
11/12/2024,Food,Main,10.00,SGD,10.00,SGD,,,,
11/12/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
11/12/2024,Food,Main,5.50,SGD,5.50,SGD,,,,
11/12/2024,Health,Main,42.76,SGD,42.76,SGD,,,,travel ins
11/12/2024,Leisure,Main,25.46,SGD,25.46,SGD,,,,
10/12/2024,Credit Card Bill,Main,5.00,SGD,5.00,SGD,,,,
10/12/2024,Food,Main,2.95,SGD,2.95,SGD,,,,
10/12/2024,Food,Main,5.40,SGD,5.40,SGD,,,,
10/12/2024,Food,Main,4.90,SGD,4.90,SGD,,,,
10/12/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
10/12/2024,Leisure,Main,21.95,SGD,21.95,SGD,,,,LIFE insurnace
9/12/2024,Food,Main,7.76,SGD,7.76,SGD,,,,
9/12/2024,Food,Main,7.29,SGD,7.29,SGD,,,,
9/12/2024,Leisure,Main,6.91,SGD,6.91,SGD,,,,
9/12/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
9/12/2024,Credit Card Bill,Main,7.00,SGD,7.00,SGD,,,,
9/12/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
8/12/2024,Leisure,Main,2.79,SGD,2.79,SGD,,,,
8/12/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
8/12/2024,Food,Main,2.25,SGD,2.25,SGD,,,,
8/12/2024,Credit Card Bill,Main,12.00,SGD,12.00,SGD,,,,
8/12/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
8/12/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
7/12/2024,Credit Card Bill,Main,50.00,SGD,50.00,SGD,,,,
7/12/2024,Credit Card Bill,Main,50.00,SGD,50.00,SGD,,,,
7/12/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
7/12/2024,Food,Main,4.30,SGD,4.30,SGD,,,,
7/12/2024,Leisure,Main,28.00,SGD,28.00,SGD,,,,
6/12/2024,Family,Main,200.00,SGD,200.00,SGD,,,,Stephen Chrismas
6/12/2024,Food,Main,24.50,SGD,24.50,SGD,,,,
6/12/2024,Leisure,Main,2.98,SGD,2.98,SGD,,,,
6/12/2024,Workout,Main,102.69,SGD,102.69,SGD,,,,
6/12/2024,Leisure,Main,7.49,SGD,7.49,SGD,,,,
6/12/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
6/12/2024,Food,Main,1.89,SGD,1.89,SGD,,,,
6/12/2024,Food,Main,2.40,SGD,2.40,SGD,,,,
6/12/2024,Food,Main,2.25,SGD,2.25,SGD,,,,
6/12/2024,Food,Main,2.34,SGD,2.34,SGD,,,,
5/12/2024,Food,Main,4.90,SGD,4.90,SGD,,,,
5/12/2024,Food,Main,14.67,SGD,14.67,SGD,,,,
5/12/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
5/12/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
5/12/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
4/12/2024,Food,Main,7.29,SGD,7.29,SGD,,,,
4/12/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
3/12/2024,Food,Main,0.70,SGD,0.70,SGD,,,,
3/12/2024,Groceries,Main,5.70,SGD,5.70,SGD,,,,
3/12/2024,Food,Main,8.30,SGD,8.30,SGD,,,,
3/12/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
3/12/2024,Food,Main,4.50,SGD,4.50,SGD,,,,
2/12/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
2/12/2024,Food,Main,4.70,SGD,4.70,SGD,,,,
2/12/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
1/12/2024,Food,Main,6.12,SGD,6.12,SGD,,,,
1/12/2024,Leisure,Main,26.88,SGD,26.88,SGD,,,,openai
1/12/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
1/12/2024,Groceries,Main,4.70,SGD,4.70,SGD,,,,
1/12/2024,Food,Main,0.80,SGD,0.80,SGD,,,,
1/12/2024,Food,Main,1.44,SGD,1.44,SGD,,,,
1/12/2024,Food,Main,5.76,SGD,5.76,SGD,,,,
30/11/2024,Food,Main,15.00,SGD,15.00,SGD,,,,
30/11/2024,Food,Main,20.00,SGD,20.00,SGD,,,,
30/11/2024,Food,Main,3.90,SGD,3.90,SGD,,,,
29/11/2024,Food,Main,4.90,SGD,4.90,SGD,,,,
29/11/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
29/11/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
29/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
28/11/2024,Food,Main,1.10,SGD,1.10,SGD,,,,
28/11/2024,Food,Main,10.90,SGD,10.90,SGD,,,,
28/11/2024,Food,Main,1.89,SGD,1.89,SGD,,,,
28/11/2024,Food,Main,1.89,SGD,1.89,SGD,,,,
28/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
28/11/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
28/11/2024,Food,Main,3.60,SGD,3.60,SGD,,,,
27/11/2024,Credit Card Bill,Main,300.00,SGD,300.00,SGD,,,,
26/11/2024,Food,Main,1.35,SGD,1.35,SGD,,,,
26/11/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
26/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
26/11/2024,Food,Main,5.70,SGD,5.70,SGD,,,,
26/11/2024,Food,Main,9.35,SGD,9.35,SGD,,,,
25/11/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
25/11/2024,Food,Main,2.80,SGD,2.80,SGD,,,,
24/11/2024,Food,Main,7.10,SGD,7.10,SGD,,,,
24/11/2024,Food,Main,5.10,SGD,5.10,SGD,,,,
24/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
23/11/2024,Credit Card Bill,Main,6.00,SGD,6.00,SGD,,,,
23/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
23/11/2024,Food,Main,5.00,SGD,5.00,SGD,,,,
22/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
22/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
22/11/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
22/11/2024,Food,Main,36.95,SGD,36.95,SGD,,,,
21/11/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
21/11/2024,Leisure,Main,50.00,SGD,50.00,SGD,,,,haircut
21/11/2024,Food,Main,3.80,SGD,3.80,SGD,,,,
21/11/2024,Food,Main,1.90,SGD,1.90,SGD,,,,
21/11/2024,Food,Main,7.00,SGD,7.00,SGD,,,,
21/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
20/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
20/11/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
20/11/2024,Food,Main,48.00,SGD,48.00,SGD,,,,
19/11/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
19/11/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
19/11/2024,Food,Main,2.34,SGD,2.34,SGD,,,,
19/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
19/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
18/11/2024,Health,Main,83.09,SGD,83.09,SGD,,,,A&E Insurance
18/11/2024,Food,Main,6.12,SGD,6.12,SGD,,,,
18/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
18/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
18/11/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
17/11/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
17/11/2024,Food,Main,1.89,SGD,1.89,SGD,,,,
17/11/2024,Food,Main,2.34,SGD,2.34,SGD,,,,
16/11/2024,Food,Main,1.89,SGD,1.89,SGD,,,,
16/11/2024,Food,Main,15.00,SGD,15.00,SGD,,,,
16/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
16/11/2024,Food,Main,12.50,SGD,12.50,SGD,,,,
16/11/2024,Home,Main,36.50,SGD,36.50,SGD,,,,
15/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
15/11/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
15/11/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
14/11/2024,Health,Main,5.45,SGD,5.45,SGD,,,,
14/11/2024,Food,Main,2.50,SGD,2.50,SGD,,,,
14/11/2024,Food,Main,7.29,SGD,7.29,SGD,,,,
14/11/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
14/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
13/11/2024,Food,Main,1.71,SGD,1.71,SGD,,,,
13/11/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
13/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
13/11/2024,Food,Main,6.60,SGD,6.60,SGD,,,,
13/11/2024,Food,Main,6.75,SGD,6.75,SGD,,,,
12/11/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
12/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
12/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
12/11/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
11/11/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
11/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
11/11/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
10/11/2024,Food,Main,11.50,SGD,11.50,SGD,,,,
10/11/2024,Food,Main,4.50,SGD,4.50,SGD,,,,
10/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
10/11/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
9/11/2024,Food,Main,10.57,SGD,10.57,SGD,,,,
9/11/2024,Food,Main,1.89,SGD,1.89,SGD,,,,
9/11/2024,Food,Main,7.00,SGD,7.00,SGD,,,,
8/11/2024,Food,Main,1.96,SGD,1.96,SGD,,,,
8/11/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
8/11/2024,Food,Main,11.40,SGD,11.40,SGD,,,,
8/11/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
8/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
7/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
7/11/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
7/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
6/11/2024,Food,Main,1.10,SGD,1.10,SGD,,,,
6/11/2024,Food,Main,1.00,SGD,1.00,SGD,,,,
6/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
6/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
6/11/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
6/11/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
5/11/2024,Workout,Main,102.00,SGD,102.00,SGD,,,,
5/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
5/11/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
5/11/2024,Food,Main,1.00,SGD,1.00,SGD,,,,
5/11/2024,Food,Main,3.80,SGD,3.80,SGD,,,,
5/11/2024,Food,Main,3.90,SGD,3.90,SGD,,,,
5/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
5/11/2024,Gifts,Main,10.00,SGD,10.00,SGD,,,,
4/11/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
4/11/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
4/11/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
3/11/2024,Leisure,Main,11.06,SGD,11.06,SGD,,,,cs float
3/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
3/11/2024,Food,Main,11.10,SGD,11.10,SGD,,,,
3/11/2024,Credit Card Bill,Main,5.00,SGD,5.00,SGD,,,,
3/11/2024,Food,Main,10.00,SGD,10.00,SGD,,,,
3/11/2024,Food,Main,9.50,SGD,9.50,SGD,,,,
2/11/2024,Food,Main,11.00,SGD,11.00,SGD,,,,
2/11/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
2/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
1/11/2024,Groceries,Main,6.55,SGD,6.55,SGD,,,,
1/11/2024,Credit Card Bill,Main,5.00,SGD,5.00,SGD,,,,
1/11/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
1/11/2024,Food,Main,12.00,SGD,12.00,SGD,,,,
1/11/2024,Food,Main,3.90,SGD,3.90,SGD,,,,
1/11/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
1/11/2024,Food,Main,7.00,SGD,7.00,SGD,,,,
31/10/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
31/10/2024,Food,Main,11.40,SGD,11.40,SGD,,,,
31/10/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
31/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
31/10/2024,Food,Main,6.75,SGD,6.75,SGD,,,,
31/10/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
30/10/2024,Food,Main,1.00,SGD,1.00,SGD,,,,
30/10/2024,Food,Main,4.50,SGD,4.50,SGD,,,,
30/10/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
30/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
30/10/2024,Credit Card Bill,Main,279.84,SGD,279.84,SGD,,,,
30/10/2024,Leisure,Main,41.65,SGD,41.65,SGD,,,,SPay
30/10/2024,Food,Main,6.50,SGD,6.50,SGD,,,,
30/10/2024,Leisure,Main,28.00,SGD,28.00,SGD,,,,Haircut
30/10/2024,Food,Main,3.30,SGD,3.30,SGD,,,,
29/10/2024,Home,Main,550.00,SGD,550.00,SGD,,,,
29/10/2024,Food,Main,7.80,SGD,7.80,SGD,,,,
29/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
29/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
29/10/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
28/10/2024,Food,Main,1.90,SGD,1.90,SGD,,,,
28/10/2024,Food,Main,7.40,SGD,7.40,SGD,,,,
28/10/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
28/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
27/10/2024,Food,Main,11.40,SGD,11.40,SGD,,,,
27/10/2024,Food,Main,1.00,SGD,1.00,SGD,,,,
27/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
27/10/2024,Food,Main,18.50,SGD,18.50,SGD,,,,
26/10/2024,Groceries,Main,4.45,SGD,4.45,SGD,,,,
26/10/2024,Food,Main,4.50,SGD,4.50,SGD,,,,
26/10/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
26/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
26/10/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
26/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
25/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
25/10/2024,Food,Main,15.00,SGD,15.00,SGD,,,,
25/10/2024,Food,Main,10.17,SGD,10.17,SGD,,,,
22/10/2024,Groceries,Main,10.95,SGD,10.95,SGD,,,,
22/10/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
22/10/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
22/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
22/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
21/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
21/10/2024,Food,Main,6.84,SGD,6.84,SGD,,,,
21/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
21/10/2024,Food,Main,5.20,SGD,5.20,SGD,,,,
20/10/2024,Leisure,Main,11.98,SGD,11.98,SGD,,,,
20/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
20/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
20/10/2024,Food,Main,6.75,SGD,6.75,SGD,,,,
20/10/2024,Food,Main,4.60,SGD,4.60,SGD,,,,
20/10/2024,Food,Main,7.10,SGD,7.10,SGD,,,,
20/10/2024,Food,Main,4.90,SGD,4.90,SGD,,,,
19/10/2024,Leisure,Main,8.90,SGD,8.90,SGD,,,,
19/10/2024,Leisure,Main,16.85,SGD,16.85,SGD,,,,
19/10/2024,Food,Main,13.00,SGD,13.00,SGD,,,,
19/10/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
19/10/2024,Food,Main,2.60,SGD,2.60,SGD,,,,
18/10/2024,Food,Main,15.00,SGD,15.00,SGD,,,,
18/10/2024,Food,Main,2.50,SGD,2.50,SGD,,,,
18/10/2024,Food,Main,8.00,SGD,8.00,SGD,,,,
18/10/2024,Food,Main,2.60,SGD,2.60,SGD,,,,
18/10/2024,Food,Main,3.30,SGD,3.30,SGD,,,,
17/10/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
17/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
17/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
16/10/2024,Home,Main,5.40,SGD,5.40,SGD,,,,
16/10/2024,Ciggaretes,Main,14.40,SGD,14.40,SGD,,,,
16/10/2024,Food,Main,3.40,SGD,3.40,SGD,,,,
16/10/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
16/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
16/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
16/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
16/10/2024,Food,Main,4.60,SGD,4.60,SGD,,,,
15/10/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
15/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
15/10/2024,Food,Main,3.90,SGD,3.90,SGD,,,,
15/10/2024,Credit Card Bill,Main,83.09,SGD,83.09,SGD,,,,accident
15/10/2024,Credit Card Bill,Main,1000.00,SGD,1000.00,SGD,,,,GE + Citibank CC
15/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
15/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
15/10/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
14/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
14/10/2024,Food,Main,20.00,SGD,20.00,SGD,,,,
14/10/2024,Food,Main,8.35,SGD,8.35,SGD,,,,
13/10/2024,Food,Main,15.00,SGD,15.00,SGD,,,,
13/10/2024,Leisure,Main,35.00,SGD,35.00,SGD,,,,haircut
13/10/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
13/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
13/10/2024,Food,Main,6.00,SGD,6.00,SGD,,,,
13/10/2024,Food,Main,6.00,SGD,6.00,SGD,,,,
12/10/2024,Food,Main,7.50,SGD,7.50,SGD,,,,
12/10/2024,Leisure,Main,25.46,SGD,25.46,SGD,,,,
12/10/2024,Food,Main,65.00,SGD,65.00,SGD,,,,Kafe UTU
12/10/2024,Leisure,Main,4.00,SGD,4.00,SGD,,,,
12/10/2024,Food,Main,3.80,SGD,3.80,SGD,,,,
11/10/2024,Leisure,Main,10.75,SGD,10.75,SGD,,,,
11/10/2024,Food,Main,2.60,SGD,2.60,SGD,,,,
11/10/2024,Food,Main,3.80,SGD,3.80,SGD,,,,
11/10/2024,Food,Main,3.00,SGD,3.00,SGD,,,,
11/10/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
11/10/2024,Food,Main,9.50,SGD,9.50,SGD,,,,
11/10/2024,Food,Main,2.70,SGD,2.70,SGD,,,,
10/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
10/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
10/10/2024,Food,Main,6.60,SGD,6.60,SGD,,,,
10/10/2024,Leisure,Main,30.87,SGD,30.87,SGD,,,,
9/10/2024,Ciggaretes,Main,15.60,SGD,15.60,SGD,,,,
9/10/2024,Food,Main,1.00,SGD,1.00,SGD,,,,
9/10/2024,Food,Main,6.50,SGD,6.50,SGD,,,,
9/10/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
8/10/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
7/10/2024,Credit Card Bill,Main,5.00,SGD,5.00,SGD,,,,
7/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
7/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
7/10/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
7/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
7/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
7/10/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
7/10/2024,Credit Card Bill,Main,10.00,SGD,10.00,SGD,,,,
7/10/2024,Food,Main,6.75,SGD,6.75,SGD,,,,
6/10/2024,Food,Main,2.34,SGD,2.34,SGD,,,,
6/10/2024,Food,Main,7.80,SGD,7.80,SGD,,,,
6/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
6/10/2024,Food,Main,13.00,SGD,13.00,SGD,,,,
6/10/2024,Workout,Main,102.60,SGD,102.60,SGD,,,,
6/10/2024,Food,Main,1.90,SGD,1.90,SGD,,,,
5/10/2024,Food,Main,7.50,SGD,7.50,SGD,,,,
5/10/2024,Food,Main,55.81,SGD,55.81,SGD,,,,
5/10/2024,Heaven Fees,Main,10.00,SGD,10.00,SGD,,,,
5/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
5/10/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
4/10/2024,Food,Main,3.30,SGD,3.30,SGD,,,,
4/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
4/10/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
4/10/2024,Food,Main,22.60,SGD,22.60,SGD,,,,
3/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
3/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
3/10/2024,Food,Main,6.75,SGD,6.75,SGD,,,,
3/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
3/10/2024,Food,Main,6.60,SGD,6.60,SGD,,,,
3/10/2024,Ciggaretes,Main,16.50,SGD,16.50,SGD,,,,
3/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
2/10/2024,Groceries,Main,1.80,SGD,1.80,SGD,,,,
2/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
2/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
2/10/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
2/10/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
2/10/2024,Food,Main,1.80,SGD,1.80,SGD,,,,
2/10/2024,Groceries,Main,17.55,SGD,17.55,SGD,,,,
1/10/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
1/10/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
1/10/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
1/10/2024,Food,Main,2.00,SGD,2.00,SGD,,,,
1/10/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
